"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ― ьсолазаК";"ахил";"Казалось ― ";"лиха";" ";"беда начать, а уж там, однажды";"В. Ф. Ходасевич. Горький [2] (1938)";"В. Ф. Ходасевич";"1886";"Горький [2]";"1938";"публицистика | нехудожественная";"мемуары";"искусство и культура | политика и общественная жизнь | частная жизнь";"Библиотека «Огонек»";"1989";"книга";"омонимия не снята";"559";"8473";"н-возраст";"н-уровень";"большая";"Казалось ― лиха беда начать, а уж там, однажды вступив в контакт с «живыми силами страны», советская власть будет в этом направлении эволюционировать, ― замерзший мотор общественности заработает, если всю машину немножечко потолкать плечом. ";"77708:192:1"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"И. Г. Гольдберг. День разгорается (1935)";"И. Г. Гольдберг";"1884";"День разгорается";"1935";"художественная";"роман";"";"Гольдберг И. День разгорается, Иркутск: ОГИЗ: Крайгиз, 1935";"1935";"книга";"омонимия не снята";"14849";"125033";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"129492:8107:0"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Н. Ф. Новиков. Дневник (1935)";"Н. Ф. Новиков";"1903";"Дневник";"1935";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь";"";"";"электронное издание";"омонимия не снята";"416";"4305";"н-возраст";"н-уровень";"личная";"Но лиха беда начало. ";"74556:319:1"
"";"ахиЛ";"";"Лиха";" ";"беда заставила, ― ответил Чернояров. ";"Артем Веселый. Россия, кровью умытая (1924-1932)";"Артем Веселый";"1899";"Россия, кровью умытая";"1924-1932";"художественная";"роман";"";"Артем Веселый. Избранные произведения";"1958";"книга";"омонимия не снята";"14171";"121110";"н-возраст";"н-уровень";"большая";"Лиха беда заставила, ― ответил Чернояров. ";"128760:4054:0"
" енМ";"ахил";"Мне ";"лиха";" ";"беда полы за пояс заткнуть, а";"Артем Веселый. Россия, кровью умытая (1924-1932)";"Артем Веселый";"1899";"Россия, кровью умытая";"1924-1932";"художественная";"роман";"";"Артем Веселый. Избранные произведения";"1958";"книга";"омонимия не снята";"14171";"121110";"н-возраст";"н-уровень";"большая";"Мне лиха беда полы за пояс заткнуть, а там как затопаю, только пыль за мной завьется!  ";"128760:6669:1"
"";"ахиЛ";"";"Лиха";" ";"беда начать, а там пойдет как";"Е. Н. Чириков. Отчий дом. Семейная хроника (1931)";"Е. Н. Чириков";"1864";"Отчий дом. Семейная хроника";"1931";"художественная";"роман";"";"Евгений Чириков. Отчий дом. Семейная хроника. М: Эллис Лак, 2010.";"2010";"книга";"омонимия не снята";"16711";"186071";"н-возраст";"н-уровень";"большая";"Лиха беда начать, а там пойдет как по маслу!.. ";"129782:13763:0"
" ― оН";"ахил";"Но ― ";"лиха";" ";"беда начало. ";"Предисловие к книге «Страна счастливых» (1931)";"";"";"Предисловие к книге «Страна счастливых»";"1931";"публицистика | нехудожественная";"предисловие, послесловие";"политика и общественная жизнь";"Ларри Я. Страна счастливых";"1931";"книга";"омонимия не снята";"200";"3486";"н-возраст";"н-уровень";"большая";"Но ― лиха беда начало. ";"76866:178:1"
"«  :укровогоп юукссур линмопсв Я";"ахиЛ";"Я вспомнил русскую поговорку:  «";"Лиха";" ";"беда ― начало», проникся гордым сознанием, что";"М. С. Бабушкин. На зверобойных промыслах (1926-1931)";"М. С. Бабушкин";"1893";"На зверобойных промыслах";"1926-1931";"публицистика | нехудожественная";"мемуары";"политика и общественная жизнь | техника";"Записки летчика М. С. Бабушкина. 1893-1938";"1941";"книга";"омонимия не снята";"519";"5560";"н-возраст";"н-уровень";"большая";"Я вспомнил русскую поговорку:  «Лиха беда ― начало», проникся гордым сознанием, что являюсь пионером этого дела, и стал расспрашивать Еремеева о «зверобойке». ";"72723:41:4"
"";"ахиЛ";"";"Лиха";" ";"беда начало… ";"П. А. Богданов. Дневники (1925)";"П. А. Богданов";"1888";"Дневники";"1925";"бытовая";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь | сельское хозяйство";"";"";"электронный текст";"омонимия не снята";"1966";"17953";"н-возраст";"н-уровень";"личная";"Лиха беда начало… ";"74137:1662:0"
"";"ахиЛ";"";"Лиха";" ";"беда почин!  ";"И. В. Евдокимов. Колокола (1925)";"И. В. Евдокимов";"1887";"Колокола";"1925";"художественная";"роман";"";"И. В. Евдокимов. Колокола. Архангельск: Северо-Западное книжное издательство, 1984";"1983";"книга";"омонимия не снята";"8675";"70405";"н-возраст";"н-уровень";"большая";"Лиха беда почин!  ";"75202:3112:0"
"";"ахиЛ";"";"Лиха";" ";"беда начать ― все пароходы вылезут. ";"Б. С. Житков. Компас (1925)";"Б. С. Житков";"1882";"Компас";"1925";"художественная";"рассказ";"";"Б. Житков. «Джарылгач». Рассказы и повести";"1980";"книга";"омонимия не снята";"237";"1426";"детский";"н-уровень";"очень большая";"Лиха беда начать ― все пароходы вылезут. ";"129224:208:0"
"";"ахиЛ";"";"Лиха";" ";"беда ― начать, а там можно выкроить";"С. Алыпов. Агропропаганда и школа (1920-1925)";"С. Алыпов";"";"Агропропаганда и школа";"1920-1925";"учебно-научная | нехудожественная";"статья";"образование";"Советская производственно-трудовая школа. Педагогическая хрестоматия";"1925";"книга";"омонимия не снята";"44";"740";"н-возраст";"н-уровень";"большая";"Лиха беда ― начать, а там можно выкроить и за счет праздников, и за счет лета, конечно, по желанию учащихся. ";"73073:28:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало: будут поступать и эти";"П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №2 (1924)";"П. К. Козлов";"1863";"Географический дневник Тибетской экспедиции 1923-1926 гг. №2";"1924";"учебно-научная | нехудожественная";"дневник, записные книжки";"наука и технологии | география";"П. К. Козлов. Дневники монголо-тибетской экспедиции. 1923-1926. (Научное наследство. Т. 30)";"2003";"книга";"омонимия не снята";"5794";"88292";"н-возраст";"н-уровень";"средняя";"Лиха беда начало: будут поступать и эти зверьки, как было с первыми змеями ― сначала ни одной, а потом ― избыток; пришлось их убивать, ведь мы взяли в коллекцию всего около шести экземпляров. ";"77435:1428:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"М. М. Пришвин. Дневники (1921)";"М. М. Пришвин";"1873";"Дневники";"1921";"публицистика | нехудожественная";"дневник, записные книжки";"";"М. М. Пришвин. Дневники. 1920-1922. ― М.: Московский рабочий, 1995";"1995";"книга";"омонимия не снята";"2977";"36633";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"127277:2418:0"
"« тировог ациволсоп яакссур он ,олам акоп";"ахил";"пока мало, но русская пословица говорит «";"лиха";" ";"беда ― начало» и руководители надеются, что";"В отделах Всевобуч // «Русский спорт», 1919";"коллективный";"";"В отделах Всевобуч";"1919";"публицистика | нехудожественная";"заметка";"образование | спорт";"«Русский спорт»";"1919";"журнал";"омонимия не снята";"136";"2491";"н-возраст";"н-уровень";"средняя";"В члены общества записалось, что очень отрадно видеть несколько женщин; их, правда, пока мало, но русская пословица говорит «лиха беда ― начало» и руководители надеются, что к середине лета они будут видеть членами о-ва 30 или 40 женщин. ";"81970:84:18"
"";"ахиЛ";"";"Лиха";" ";"беда ― начать. ";"Ф. К. Сологуб. Статьи (1904-1918)";"Ф. К. Сологуб";"1863";"Статьи";"1904-1918";"публицистика | нехудожественная";"статья";"искусство и культура | политика и общественная жизнь";"";"";"книга";"омонимия не снята";"1057";"15155";"н-возраст";"н-уровень";"большая";"Лиха беда ― начать. ";"128215:401:0"
"";"ахиЛ";"";"Лиха";" ";"беда была больному проехать на край";"В. Г. Короленко. Письма (1916)";"В. Г. Короленко";"1853";"Письма";"1916";"бытовая | нехудожественная";"письмо личное";"частная жизнь";"В. Г. Короленко. Собр. соч. в 10 т. Т. 10. Письма 1879—1921";"1956";"книга";"омонимия не снята";"593";"7156";"н-возраст";"н-уровень";"личная | большая";"Лиха беда была больному проехать на край света, а там уж наверное поправишься быстро. ";"76476:104:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"С. Т. Семенов. Беженка Луиза (1916)";"С. Т. Семенов";"1868";"Беженка Луиза";"1916";"художественная";"рассказ";"";"Семенов С. Т. Рассказы и повести";"1983";"книга";"омонимия не снята";"934";"7842";"н-возраст";"н-уровень";"большая";"Лиха беда начало!  ";"127787:660:0"
" еН";"ахил";"Не ";"лиха";" ";"беда, если и загорится!.. ";"А. А. Богданов. Перед рассветом (1913)";"А. А. Богданов";"1874";"Перед рассветом";"1913";"художественная";"рассказ";"";"А. А. Богданов. Избранная проза";"1960";"книга";"омонимия не снята";"898";"7490";"н-возраст";"н-уровень";"большая";"Не лиха беда, если и загорится!.. ";"72966:688:1"
"";"ахиЛ";"";"Лиха";" ";"беда начать, а там уж пойдет. ";"Е. И. Замятин. На куличках (1913)";"Е. И. Замятин";"1884";"На куличках";"1913";"художественная";"повесть";"";"";"";"книга";"омонимия не снята";"2571";"20429";"н-возраст";"н-уровень";"большая";"Лиха беда начать, а там уж пойдет. ";"129133:1736:0"
"";"ахиЛ";"";"Лиха";" ";"беда чокнуться, а там все пойдет";"Из достоверных исторических анекдотов (11.07.1913) // «Трудовая копейка», 1913";"неизвестный";"";"Из достоверных исторических анекдотов";"11.07.1913";"реклама";"миниатюра | анекдот";"история | частная жизнь";"«Трудовая копейка»";"1913";"газета";"омонимия не снята";"17";"133";"н-возраст";"н-уровень";"большая";"Лиха беда чокнуться, а там все пойдет по-хорошему. ";"112718:7:0"
" а ,уН";"ахил";"Ну, а ";"лиха";" ";"беда начать, ― там уж и пойдет";"А. В. Амфитеатров. Марья Лусьева за границей (1911)";"А. В. Амфитеатров";"1862";"Марья Лусьева за границей";"1911";"художественная";"роман";"";"А. В. Амфитеатров. Собрание сочинений в 10 томах. Т. 2";"2000";"книга";"омонимия не снята";"5336";"65004";"н-возраст";"н-уровень";"большая";"Ну, а лиха беда начать, ― там уж и пойдет, и пойдет… ";"62753:4545:2"
"";"ахиЛ";"";"Лиха";" ";"беда начало, а то, може, за";"С. Т. Семенов. Гаврила Скворцов (1904)";"С. Т. Семенов";"1868";"Гаврила Скворцов";"1904";"художественная";"повесть";"";"Семенов С. Т. Рассказы и повести";"1983";"книга";"омонимия не снята";"2188";"23268";"н-возраст";"н-уровень";"большая";"Лиха беда начало, а то, може, за одним-то другой да третий. ";"127802:393:0"
" он ,моклогу мынтеваз ыровтед йончилу йондеб";"ахил";"бедной уличной детворы заветным уголком, но ";"лиха";" ";"беда заключалась в том, что в";"Д. Н. Мамин-Сибиряк. В каменном колодце (1903)";"Д. Н. Мамин-Сибиряк";"1852";"В каменном колодце";"1903";"художественная";"рассказ";"";"Д. Н. Мамин-Сибиряк. Избранные произведения для детей";"1962";"книга";"омонимия не снята";"289";"2985";"н-возраст";"н-уровень";"очень большая";"Этот сквер являлся для бедной уличной детворы заветным уголком, но лиха беда заключалась в том, что в сквер пускали только хорошо одетых детей, являвшихся сюда в сопровождении своих нянек и горничных. ";"77067:101:10"
"";"ахиЛ";"";"Лиха";" ";"беда в первый день от погони";"П. Ф. Якубович. В мире отверженных. Том 2 // «Русское богатство», 1898";"П. Ф. Якубович";"1860";"В мире отверженных. Том 2";"1898";"художественная";"роман";"";"«Русское богатство», 1898";"1898";"журнал";"омонимия не снята";"8690";"122711";"н-возраст";"н-уровень";"большая";"Лиха беда в первый день от погони отбиться, вольную одежду раздобыть, а уж потом дорога скатертью вплоть до самого Верхнеудинска. ";"69839:6013:0"
"";"ахиЛ";"";"Лиха";" ";"беда, ― сказал Петр, ― первому оленю в";"К. К. Случевский. Поездки по Северу России в 1885-1886 годах (1897)";"К. К. Случевский";"1837";"Поездки по Северу России в 1885-1886 годах";"1897";"публицистика | нехудожественная";"очерк";"путешествия | история";"Случевский К. К. По Северу России";"2009";"книга";"омонимия не снята";"3123";"68663";"н-возраст";"н-уровень";"большая";"Лиха беда, ― сказал Петр, ― первому оленю в гарь кинуться, остальные все там же будут». ";"68602:2137:0"
" ад ― !литевто ыб окьнелпет как ,хо";"ахил";"ох, как тепленько бы ответил! ― да ";"лиха";" ";"беда, по рукам и ногам связан. ";"Д. Н. Мамин-Сибиряк. Хлеб (1895)";"Д. Н. Мамин-Сибиряк";"1852";"Хлеб";"1895";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия не снята";"12847";"120784";"н-возраст";"н-уровень";"очень большая";"Ответил бы Харитон Артемьич, ― ох, как тепленько бы ответил! ― да лиха беда, по рукам и ногам связан. ";"65605:612:10"
" ад ,улед умот ценок и ― укызум";"ахил";"музыку ― и конец тому делу, да ";"лиха";" ";"беда, что я не один ― компаньоны";"Д. Н. Мамин-Сибиряк. Хлеб (1895)";"Д. Н. Мамин-Сибиряк";"1852";"Хлеб";"1895";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия не снята";"12847";"120784";"н-возраст";"н-уровень";"очень большая";"По-настоящему-то как бы следовало сделать: повесить замочек на всю эту музыку ― и конец тому делу, да лиха беда, что я не один ― компаньоны не дозволят. ";"65605:7110:17"
" ад ,идюл еишорох еыннебосо еикат ьтсе";"ахил";"есть такие особенные хорошие люди, да ";"лиха";" ";"беда, что их очень уж мало… ";"Д. Н. Мамин-Сибиряк. Хлеб (1895)";"Д. Н. Мамин-Сибиряк";"1852";"Хлеб";"1895";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия не снята";"12847";"120784";"н-возраст";"н-уровень";"очень большая";"Конечно, есть такие особенные хорошие люди, да лиха беда, что их очень уж мало… ";"65605:10478:7"
" еьнарв оВ";"ахил";"Во вранье ";"лиха";" ";"беда начало, а там до того";"А. В. Амфитеатров. Княжна (1889-1895)";"А. В. Амфитеатров";"1862";"Княжна";"1889-1895";"художественная";"роман";"";"А. В. Амфитеатров. Собрание сочинений в 10 томах. Т. 1";"2000";"книга";"омонимия не снята";"6311";"68808";"н-возраст";"н-уровень";"большая";"Во вранье лиха беда начало, а там до того доврешься, что и сам себе верить начнешь… ";"62751:4028:2"
" оН";"ахил";"Но ";"лиха";" ";"беда начать. ";"С. М. Степняк-Кравчинский. Подпольная Россия [автоперевод] (1883-1893)";"С. М. Степняк-Кравчинский";"1851";"Подпольная Россия [автоперевод]";"1883-1893";"публицистика | нехудожественная";"очерк";"";"Степняк-Кравчинский С. Сочинения. В 2-х т. Т. 1. Россия под властью царей. Подпольная Россия";"1987";"книга";"омонимия не снята";"3232";"54170";"н-возраст";"н-уровень";"средняя";"Но лиха беда начать. ";"68746:2960:1"
"";"ахиЛ";"";"Лиха";" ";"беда в том, что времени было";"Д. Н. Мамин-Сибиряк. Зимовье на Студеной (1892)";"Д. Н. Мамин-Сибиряк";"1852";"Зимовье на Студеной";"1892";"художественная";"рассказ";"";"Д. Н. Мамин-Сибиряк. Избранные произведения для детей";"1962";"книга";"омонимия не снята";"412";"4473";"детский | подростковый";"н-уровень";"очень большая";"Лиха беда в том, что времени было мало. ";"65628:175:0"
" оН";"ахил";"Но ";"лиха";" ";"беда заключалась в том, что не";"Д. Н. Мамин-Сибиряк. Золото (1892)";"Д. Н. Мамин-Сибиряк";"1852";"Золото";"1892";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Золото. Роман, рассказы, повесть";"1983";"книга";"омонимия не снята";"7954";"81106";"н-возраст";"н-уровень";"очень большая";"Но лиха беда заключалась в том, что не хватало силы, а пустяками не стоило пока заниматься. ";"65630:4148:1"
" а ,мермоп есв ьтеремоП";"ахил";"Помереть все помрем, а ";"лиха";" ";"беда в том, что мысли-то";"Д. Н. Мамин-Сибиряк. Золото (1892)";"Д. Н. Мамин-Сибиряк";"1852";"Золото";"1892";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Золото. Роман, рассказы, повесть";"1983";"книга";"омонимия не снята";"7954";"81106";"н-возраст";"н-уровень";"очень большая";"Помереть все помрем, а лиха беда в том, что мысли-то у меня молодые. ";"65630:7062:4"
" он ,ьтазакан хи онремирп и хытавонив";"ахил";"виноватых и примерно их наказать, но ";"лиха";" ";"беда в том, что он сам";"Д. Н. Мамин-Сибиряк. Охонины брови (1892)";"Д. Н. Мамин-Сибиряк";"1852";"Охонины брови";"1892";"художественная";"повесть";"";"Д. Н. Мамин-Сибиряк. Повести Рассказы, Очерки";"1983";"книга";"омонимия не снята";"3129";"32792";"н-возраст";"н-уровень";"очень большая";"Конечно, он мог бы разыскать виноватых и примерно их наказать, но лиха беда в том, что он сам начинал побаиваться. ";"65611:1492:11"
" и от-от тоВ";"ахил";"Вот то-то и ";"лиха";" ";"беда, что прост ты, ― пилила старуха";"Д. Н. Мамин-Сибиряк. Братья Гордеевы (1891)";"Д. Н. Мамин-Сибиряк";"1852";"Братья Гордеевы";"1891";"художественная";"повесть";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия не снята";"2038";"21368";"н-возраст";"н-уровень";"очень большая";"Вот то-то и лиха беда, что прост ты, ― пилила старуха, ― а другой раз наша-то простота хуже воровства… ";"65604:1070:3"
" ьрепет а ,уквед алитавхыв я янго";"ахил";"огня я выхватила девку, а теперь ";"лиха";" ";"беда схорониться от брательников… ";"Д. Н. Мамин-Сибиряк. Три конца (1890)";"Д. Н. Мамин-Сибиряк";"1852";"Три конца";"1890";"художественная";"роман";"";"Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах";"1955";"книга";"омонимия не снята";"10545";"119329";"н-возраст";"н-уровень";"очень большая";"Так я вот что тебе скажу, родимый мой, ― уже шепотом проговорила Таисья Основе, ― из огня я выхватила девку, а теперь лиха беда схорониться от брательников… ";"65619:3790:20"
"";"ахиЛ";"";"Лиха";" ";"беда начать дело, а продолжать его";"А. Я. Панаева. Воспоминания (1889-1890)";"А. Я. Панаева";"1820";"Воспоминания";"1889-1890";"публицистика | нехудожественная";"мемуары";"";"Панаева А. Я. Воспоминания";"2002";"книга";"омонимия не снята";"6535";"105322";"н-возраст";"н-уровень";"большая";"Лиха беда начать дело, а продолжать его будет уже легко. ";"66957:2607:0"
"";"ахиЛ";"";"Лиха";" ";"беда была поднять, а там уж";"Г. И. Успенский. Живые цифры (1888)";"Г. И. Успенский";"1843";"Живые цифры";"1888";"художественная";"очерк | цикл";"";"Успенский Г. И. Собрание сочинений в девяти томах. Том 7";"1957";"книга";"омонимия не снята";"1109";"18568";"н-возраст";"н-уровень";"большая";"Лиха беда была поднять, а там уж нужно было только держаться цепко за концы, а четыре пуда не оторвут рук от плечей. ";"69113:239:0"
" ,ьтачан ьдубин-огеч с еж одан оН";"ахил";"Но надо же с чего-нибудь начать, ";"лиха";" ";"беда начало, а потом, я думаю";"Г. И. Успенский. Письма (1887)";"Г. И. Успенский";"1843";"Письма";"1887";"бытовая | нехудожественная";"письмо";"частная жизнь";"Успенский Г. И. Собрание сочинений в девяти томах. Том девятый. Статьи. Письма";"1957";"книга";"омонимия не снята";"2895";"34403";"н-возраст";"н-уровень";"большая";"Но надо же с чего-нибудь начать, лиха беда начало, а потом, я думаю, будет и лучше. ";"69049:1504:6"
" ― хи юавытабаререп окьлот я ― вотог жу";"ахил";"уж готов ― я только перерабатываю их ― ";"лиха";" ";"беда начало, а тема будет разраб[";"Г. И. Успенский. Письма (1887)";"Г. И. Успенский";"1843";"Письма";"1887";"бытовая | нехудожественная";"письмо";"частная жизнь";"Успенский Г. И. Собрание сочинений в девяти томах. Том девятый. Статьи. Письма";"1957";"книга";"омонимия не снята";"2895";"34403";"н-возраст";"н-уровень";"большая";"Не только этот первый, но и второй очерк у меня уж готов ― я только перерабатываю их ― лиха беда начало, а тема будет разраб[отана] до января. ";"69049:2152:16"
" еН";"ахил";"Не ";"лиха";" ";"беда от такого несчастья и совсем";"П. И. Мельников-Печерский. На горах. Книга первая (1875-1881)";"П. И. Мельников-Печерский";"1818";"На горах. Книга первая";"1875-1881";"художественная";"роман";"";"П. И. Мельников-Печерский. Собрание сочинений";"1976";"книга";"омонимия не снята";"16295";"185958";"н-возраст";"н-уровень";"очень большая";"Не лиха беда от такого несчастья и совсем с ума своротить… ";"65650:4135:1"
" адуТ";"ахил";"Туда ";"лиха";" ";"беда попасть, а попал, так будет";"М. Е. Салтыков-Щедрин. Культурные люди (1875-1876)";"М. Е. Салтыков-Щедрин";"1826";"Культурные люди";"1875-1876";"публицистика | нехудожественная";"очерк";"политика и общественная жизнь";"М. Е. Салтыков-Щедрин. Собрание сочинений в 20 т. Т. 5";"1966";"книга";"омонимия не снята";"1049";"12802";"н-возраст";"н-уровень";"большая";"Туда лиха беда попасть, а попал, так будет «человеком». ";"68271:482:1"
"";"ахиЛ";"";"Лиха";" ";"беда начать, а там все как";"П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)";"П. И. Мельников-Печерский";"1818";"В лесах. Книга вторая";"1871-1874";"художественная";"роман";"";"П. И. Мельников-Печерский. Собрание сочинений";"1976";"книга";"омонимия не снята";"15423";"164586";"н-возраст";"н-уровень";"очень большая";"Лиха беда начать, а там все как по маслу пойдет. ";"65666:11617:0"
"";"ахиЛ";"";"Лиха";" ";"беда начать, а там загребай деньги. ";"П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874)";"П. И. Мельников-Печерский";"1818";"В лесах. Книга первая";"1871-1874";"художественная";"роман";"";"П. И. Мельников-Печерский. Собрание сочинений";"1976";"книга";"омонимия не снята";"17050";"176063";"н-возраст";"н-уровень";"очень большая";"Лиха беда начать, а там загребай деньги. ";"65665:5437:0"
" ен адгот ,йонзак йогород уншом йавибан";"ахил";"набивай мошну дорогой казной, тогда не ";"лиха";" ";"беда и посвататься. ";"П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874)";"П. И. Мельников-Печерский";"1818";"В лесах. Книга первая";"1871-1874";"художественная";"роман";"";"П. И. Мельников-Печерский. Собрание сочинений";"1976";"книга";"омонимия не снята";"17050";"176063";"н-возраст";"н-уровень";"очень большая";"Греби-загребай, набивай мошну дорогой казной, тогда не лиха беда и посвататься. ";"65665:11477:8"
"« отч ,теакемс и тиртсо мас и";"ахил";"и сам острит и смекает, что «";"лиха";" ";"беда нагнуться (под плети), а не";"С. В. Максимов. Сибирь и каторга (1871)";"С. В. Максимов";"1831";"Сибирь и каторга";"1871";"публицистика | нехудожественная";"очерк";"история | филология | криминал | администрация и управление";"Максимов С. В. Каторга империи";"2002";"книга";"омонимия не снята";"6046";"117749";"н-возраст";"н-уровень";"большая";"Бежит арестант, не думая о последствиях, и сам острит и смекает, что «лиха беда нагнуться (под плети), а не лиха беда отдуться». ";"65590:1506:12"
" ен а ,)ителп доп( ясьтунган адеб";"ахил";"беда нагнуться (под плети), а не ";"лиха";" ";"беда отдуться». ";"С. В. Максимов. Сибирь и каторга (1871)";"С. В. Максимов";"1831";"Сибирь и каторга";"1871";"публицистика | нехудожественная";"очерк";"история | филология | криминал | администрация и управление";"Максимов С. В. Каторга империи";"2002";"книга";"омонимия не снята";"6046";"117749";"н-возраст";"н-уровень";"большая";"Бежит арестант, не думая о последствиях, и сам острит и смекает, что «лиха беда нагнуться (под плети), а не лиха беда отдуться». ";"65590:1506:19"
" уме :лажарзов ен оготэ виторп огечин";"ахил";"ничего против этого не возражал: ему ";"лиха";" ";"беда была подняться да выехать, а";"Н. С. Лесков. Божедомы (1868)";"Н. С. Лесков";"1831";"Божедомы";"1868";"художественная";"роман";"";"Лесков Н. С. Энциклопедическое собрание сочинений";"";"книга";"омонимия не снята";"7964";"104247";"н-возраст";"н-уровень";"очень большая";"Фофо Бизюкин ничего против этого не возражал: ему лиха беда была подняться да выехать, а там уж он знает, куда ему завернуть и где «убить время» за зеленым столиком и закуской. ";"65413:3570:8"
" а ,ыб лилертсыв еН";"ахил";"Не выстрелил бы, а ";"лиха";" ";"беда, один бы околел ― не важность!  ";"Ф. М. Решетников. Где лучше? (1868)";"Ф. М. Решетников";"1841";"Где лучше?";"1868";"художественная";"роман";"";"Ф. М. Решетников. Где лучше?: Роман в двух частях";"1982";"книга";"омонимия не снята";"10163";"119412";"н-возраст";"н-уровень";"большая";"Не выстрелил бы, а лиха беда, один бы околел ― не важность!  ";"67961:3427:4"
" отч ,мондо ан иляотс идесос еынмузарогалб";"ахил";"благоразумные соседи стояли на одном, что ";"лиха";" ";"беда приглядеться к бору да заприметить";"C. В. Максимов. Из книги «Лесная глушь». Том 1 (1859)";"C. В. Максимов";"1831";"Из книги «Лесная глушь». Том 1";"1859";"публицистика | нехудожественная";"очерк";"частная жизнь";"Максимов С. В. Избранное";"1981";"книга";"омонимия не снята";"3052";"52448";"н-возраст";"н-уровень";"большая";"Более благоразумные соседи стояли на одном, что лиха беда приглядеться к бору да заприметить попристальнее, какой гриб какое место любит, а там ― смотри, да не зевай только. ";"65600:993:7"
" и ,авичвыбс ад ,арог атурк И";"ахил";"И крута гора, да сбывчива, и ";"лиха";" ";"беда, да забывчива ― говорит пословица. ";"C. В. Максимов. Из книги «Лесная глушь». Том 1 (1859)";"C. В. Максимов";"1831";"Из книги «Лесная глушь». Том 1";"1859";"публицистика | нехудожественная";"очерк";"частная жизнь";"Максимов С. В. Избранное";"1981";"книга";"омонимия не снята";"3052";"52448";"н-возраст";"н-уровень";"большая";"И крута гора, да сбывчива, и лиха беда, да забывчива ― говорит пословица. ";"65600:2965:6"
"";"ахиЛ";"";"Лиха";" ";"беда начать дело, ― вызвался принести первую";"С. Т. Славутинский. Жизнь и похождения Трифона Афанасьева (1859) // Русские повести XIX века 60-х годов. Том первый, 1956";"С. Т. Славутинский";"1821";"Жизнь и похождения Трифона Афанасьева";"1859";"художественная";"повесть";"";"Русские повести XIX века 60-х годов. Том первый";"1956";"журнал";"омонимия не снята";"1648";"23190";"н-возраст";"н-уровень";"большая";"Лиха беда начать дело, ― вызвался принести первую жалобу от всего мира Максим Пантелеев, а там, коли дело сразу не выгорит, ― вызвался быть ходоком к барину и Никифор. ";"68576:532:0"
" ад ,олашем ен укверев и ропот";"ахил";"топор и веревку не мешало, да ";"лиха";" ";"беда, где взять их?  ";"П. П. Ершов. Осенние вечера. Рассказы от скуки (1850-1856)";"П. П. Ершов";"1815";"Осенние вечера. Рассказы от скуки";"1850-1856";"художественная";"повесть";"";"“Живописный сборник замечательных предметов из наук, искусства, промышленности и общежития”. Издание А. Плюшара и В. Генкеля. Вып. 1. Спб., 1857 г. Стр. 198 — 206. Ершов П. П. “Сузге”, стихотворения, драматические произведения, проза, письма, под ред. В. Г. Уткова, серия “Литературные памятники Сибири”, Иркутск, Восточно-Сибирское книжное издательство, 1984 г. Стр. 237 — 272, 434 — 436, 456 — 458.";"1984";"книга";"омонимия не снята";"3920";"45802";"н-возраст";"н-уровень";"большая";"Оно бы и топор и веревку не мешало, да лиха беда, где взять их?  ";"64552:347:9"
" халед хитэ в ,тяровоГ";"ахил";"Говорят, в этих делах ";"лиха";" ";"беда начать, так нельзя ли того";"И. С. Тургенев. Месяц в деревне (1850)";"И. С. Тургенев";"1818";"Месяц в деревне";"1850";"художественная";"пьеса";"";"И. С. Тургенев. Собрание сочинений в 12 томах. Т. 9";"1956";"книга";"омонимия не снята";"4785";"27398";"н-возраст";"н-уровень";"большая";"[Большинцов (муж, 48)] Говорят, в этих делах лиха беда начать, так нельзя ли того-с, мне для вступленья в разговор ― словечко, что ли, сообщить какое-нибудь приятное, вроде, например, замечанья ― а уж там я пойду. ";"62655:1754:4"
